epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
104,885.342,1.31277,1.71137,0.00764,0.44681,0.17467,0.17793,0.09895,1.71127,2.01756,0.01982,0.0004803,0.0001601,0.0004803,0.0001601,0.0004803,0.0001601,0.0004803,0.0001601
105,893.989,1.32051,1.75122,0.00766,0.34622,0.16092,0.17762,0.09877,1.74469,2.03629,0.01971,0.0004704,0.0001568,0.0004704,0.0001568,0.0004704,0.0001568,0.0004704,0.0001568
106,902.254,1.30483,1.72164,0.00779,0.47687,0.14065,0.17509,0.09824,1.73915,2.02571,0.01936,0.0004605,0.0001535,0.0004605,0.0001535,0.0004605,0.0001535,0.0004605,0.0001535
107,910.76,1.30334,1.71073,0.00767,0.46106,0.1464,0.17629,0.09677,1.75966,2.02279,0.01956,0.0004506,0.0001502,0.0004506,0.0001502,0.0004506,0.0001502,0.0004506,0.0001502
108,919.177,1.28521,1.69636,0.00779,0.43573,0.15372,0.17719,0.09938,1.73898,1.99386,0.0197,0.0004407,0.0001469,0.0004407,0.0001469,0.0004407,0.0001469,0.0004407,0.0001469
109,927.428,1.3153,1.7317,0.00758,0.46227,0.14343,0.17684,0.09833,1.73996,2.00219,0.01984,0.0004308,0.0001436,0.0004308,0.0001436,0.0004308,0.0001436,0.0004308,0.0001436
110,935.558,1.28831,1.68957,0.00757,0.45665,0.14558,0.17565,0.09874,1.71603,1.99119,0.01937,0.0004209,0.0001403,0.0004209,0.0001403,0.0004209,0.0001403,0.0004209,0.0001403
111,943.706,1.31044,1.64597,0.00759,0.45031,0.15351,0.17678,0.09673,1.72268,2.01652,0.01975,0.000411,0.000137,0.000411,0.000137,0.000411,0.000137,0.000411,0.000137
112,951.964,1.28649,1.70072,0.00747,0.43618,0.15818,0.17538,0.09803,1.70442,2.00137,0.01952,0.0004011,0.0001337,0.0004011,0.0001337,0.0004011,0.0001337,0.0004011,0.0001337
113,960.345,1.31911,1.66177,0.00777,0.45137,0.15124,0.1779,0.09883,1.70984,1.98026,0.0196,0.0003912,0.0001304,0.0003912,0.0001304,0.0003912,0.0001304,0.0003912,0.0001304
114,968.476,1.29928,1.68501,0.0075,0.43323,0.17107,0.17986,0.10066,1.71862,1.98696,0.01974,0.0003813,0.0001271,0.0003813,0.0001271,0.0003813,0.0001271,0.0003813,0.0001271
115,976.859,1.2804,1.66779,0.00735,0.42768,0.16118,0.17998,0.10068,1.70303,2.01462,0.01937,0.0003714,0.0001238,0.0003714,0.0001238,0.0003714,0.0001238,0.0003714,0.0001238
116,985.34,1.29086,1.68048,0.00759,0.36392,0.15781,0.17854,0.10084,1.72181,1.99086,0.01938,0.0003615,0.0001205,0.0003615,0.0001205,0.0003615,0.0001205,0.0003615,0.0001205
117,993.818,1.30405,1.65102,0.00766,0.44789,0.15138,0.17401,0.09807,1.72945,2.0163,0.01946,0.0003516,0.0001172,0.0003516,0.0001172,0.0003516,0.0001172,0.0003516,0.0001172
118,1002.31,1.31138,1.67367,0.00747,0.49428,0.14889,0.17591,0.09884,1.72568,1.99935,0.01959,0.0003417,0.0001139,0.0003417,0.0001139,0.0003417,0.0001139,0.0003417,0.0001139
119,1010.58,1.31624,1.6738,0.00747,0.4887,0.15022,0.17675,0.09945,1.72562,2.01638,0.01945,0.0003318,0.0001106,0.0003318,0.0001106,0.0003318,0.0001106,0.0003318,0.0001106
120,1018.73,1.29729,1.68308,0.0076,0.48245,0.15396,0.17447,0.09738,1.75009,2.04268,0.01948,0.0003219,0.0001073,0.0003219,0.0001073,0.0003219,0.0001073,0.0003219,0.0001073
121,1026.82,1.30687,1.67195,0.00755,0.45445,0.15264,0.17484,0.09846,1.72817,2.02939,0.01938,0.000312,0.000104,0.000312,0.000104,0.000312,0.000104,0.000312,0.000104
122,1034.91,1.29908,1.64441,0.00774,0.38116,0.17465,0.17584,0.09832,1.70856,2.01962,0.01923,0.0003021,0.0001007,0.0003021,0.0001007,0.0003021,0.0001007,0.0003021,0.0001007
123,1043.18,1.30994,1.65606,0.00751,0.37726,0.16076,0.1733,0.09615,1.72244,2.02,0.01935,0.0002922,9.74e-05,0.0002922,9.74e-05,0.0002922,9.74e-05,0.0002922,9.74e-05
124,1051.35,1.29005,1.62315,0.00739,0.43375,0.17988,0.17202,0.0959,1.76388,2.021,0.01949,0.0002823,9.41e-05,0.0002823,9.41e-05,0.0002823,9.41e-05,0.0002823,9.41e-05
125,1059.93,1.27032,1.60825,0.00738,0.46079,0.17365,0.17289,0.09618,1.76071,2.02777,0.01976,0.0002724,9.08e-05,0.0002724,9.08e-05,0.0002724,9.08e-05,0.0002724,9.08e-05
126,1068.61,1.29074,1.62703,0.0075,0.44649,0.17503,0.17483,0.09655,1.72661,2.01136,0.01959,0.0002625,8.75e-05,0.0002625,8.75e-05,0.0002625,8.75e-05,0.0002625,8.75e-05
