epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
126,2573.15,1.47567,1.55308,0.0081,0.5254,0.3443,0.39289,0.21651,1.76577,2.01939,0.01716,0.000571875,0.000190625,0.000571875,0.000190625,0.000571875,0.000190625,0.000571875,0.000190625
127,2593.71,1.46003,1.56876,0.00826,0.51111,0.34919,0.38863,0.21818,1.78479,2.00316,0.01752,0.00056445,0.00018815,0.00056445,0.00018815,0.00056445,0.00018815,0.00056445,0.00018815
128,2614.53,1.44252,1.53156,0.00784,0.50258,0.36504,0.38824,0.21455,1.7484,2.08334,0.01674,0.000557025,0.000185675,0.000557025,0.000185675,0.000557025,0.000185675,0.000557025,0.000185675
129,2634.41,1.45201,1.54545,0.00793,0.51671,0.37072,0.39593,0.22329,1.72708,2.06155,0.01648,0.0005496,0.0001832,0.0005496,0.0001832,0.0005496,0.0001832,0.0005496,0.0001832
130,2654.65,1.45442,1.53874,0.0079,0.49467,0.34629,0.38629,0.21581,1.7772,2.03555,0.01712,0.000542175,0.000180725,0.000542175,0.000180725,0.000542175,0.000180725,0.000542175,0.000180725
131,2674.51,1.44353,1.52228,0.00801,0.48285,0.35626,0.38154,0.21378,1.75118,2.07715,0.01731,0.00053475,0.00017825,0.00053475,0.00017825,0.00053475,0.00017825,0.00053475,0.00017825
132,2694.37,1.44098,1.52957,0.00773,0.50593,0.34428,0.37825,0.21524,1.77661,2.05187,0.01732,0.000527325,0.000175775,0.000527325,0.000175775,0.000527325,0.000175775,0.000527325,0.000175775
133,2714.66,1.44895,1.52315,0.00812,0.47893,0.34757,0.38286,0.21788,1.71399,2.11963,0.01662,0.0005199,0.0001733,0.0005199,0.0001733,0.0005199,0.0001733,0.0005199,0.0001733
134,2734.85,1.42509,1.50495,0.00763,0.50018,0.35179,0.38939,0.21862,1.7712,2.08687,0.01717,0.000512475,0.000170825,0.000512475,0.000170825,0.000512475,0.000170825,0.000512475,0.000170825
135,2755.28,1.43654,1.50969,0.00761,0.48449,0.3542,0.38574,0.21488,1.75595,2.09341,0.01697,0.00050505,0.00016835,0.00050505,0.00016835,0.00050505,0.00016835,0.00050505,0.00016835
136,2775.6,1.45101,1.47874,0.00763,0.4967,0.36573,0.39623,0.21969,1.78871,2.02317,0.01706,0.000497625,0.000165875,0.000497625,0.000165875,0.000497625,0.000165875,0.000497625,0.000165875
137,2795.99,1.42722,1.54028,0.00781,0.47791,0.36855,0.38632,0.21506,1.77353,2.03656,0.01703,0.0004902,0.0001634,0.0004902,0.0001634,0.0004902,0.0001634,0.0004902,0.0001634
138,2816.46,1.44565,1.52255,0.00807,0.4683,0.35311,0.36898,0.20637,1.75154,2.08999,0.01664,0.000482775,0.000160925,0.000482775,0.000160925,0.000482775,0.000160925,0.000482775,0.000160925
139,2836.48,1.43941,1.49481,0.00762,0.48732,0.3402,0.36849,0.20755,1.73998,2.11936,0.01619,0.00047535,0.00015845,0.00047535,0.00015845,0.00047535,0.00015845,0.00047535,0.00015845
140,2856.73,1.44282,1.49051,0.00789,0.49782,0.33017,0.37231,0.20637,1.79364,2.0967,0.01671,0.000467925,0.000155975,0.000467925,0.000155975,0.000467925,0.000155975,0.000467925,0.000155975
141,2876.76,1.43931,1.48134,0.00783,0.51561,0.33134,0.38404,0.21516,1.76457,2.08979,0.01626,0.0004605,0.0001535,0.0004605,0.0001535,0.0004605,0.0001535,0.0004605,0.0001535
142,2896.7,1.4286,1.49223,0.00788,0.48047,0.35476,0.37507,0.20726,1.76084,2.10002,0.0166,0.000453075,0.000151025,0.000453075,0.000151025,0.000453075,0.000151025,0.000453075,0.000151025
143,2916.7,1.43128,1.4908,0.00771,0.48573,0.36762,0.38383,0.21355,1.79733,2.02937,0.0172,0.00044565,0.00014855,0.00044565,0.00014855,0.00044565,0.00014855,0.00044565,0.00014855
144,2936.61,1.42812,1.45652,0.00761,0.47134,0.36598,0.38256,0.21339,1.75567,2.06782,0.01651,0.000438225,0.000146075,0.000438225,0.000146075,0.000438225,0.000146075,0.000438225,0.000146075
145,2956.27,1.43066,1.46586,0.0081,0.48152,0.35675,0.37864,0.21194,1.73832,2.11495,0.0166,0.0004308,0.0001436,0.0004308,0.0001436,0.0004308,0.0001436,0.0004308,0.0001436
146,2976.1,1.43894,1.45223,0.00779,0.45781,0.38822,0.38175,0.21706,1.76677,2.05409,0.01708,0.000423375,0.000141125,0.000423375,0.000141125,0.000423375,0.000141125,0.000423375,0.000141125
147,2995.78,1.44035,1.46208,0.00764,0.519,0.34036,0.39419,0.22208,1.74138,2.06783,0.01675,0.00041595,0.00013865,0.00041595,0.00013865,0.00041595,0.00013865,0.00041595,0.00013865
148,3015.94,1.43864,1.45983,0.0076,0.4841,0.35742,0.38901,0.22005,1.76984,2.02877,0.01713,0.000408525,0.000136175,0.000408525,0.000136175,0.000408525,0.000136175,0.000408525,0.000136175
149,3036.14,1.43117,1.47137,0.00775,0.48911,0.36326,0.38582,0.21501,1.78824,2.04794,0.01695,0.0004011,0.0001337,0.0004011,0.0001337,0.0004011,0.0001337,0.0004011,0.0001337
